rank_abs_lr_coef,gene_id,gene_id_base,gene_name,lr_coef,abs_lr_coef,direction_if_high,scaler_mean,scaler_scale
550,ENSG00000221838.10,ENSG00000221838,,-0.04044610775263401,0.04044610775263401,normal,3.5115765428417838,0.7936004434632312
551,ENSG00000165891.16,ENSG00000165891,,0.040384610138556744,0.040384610138556744,tumor,1.2322201380305444,1.1800573469815459
552,ENSG00000138639.18,ENSG00000138639,,-0.04037180585341444,0.04037180585341444,normal,2.575245559154754,1.4767178036804374
553,ENSG00000171056.8,ENSG00000171056,,-0.040340190372953194,0.040340190372953194,normal,2.596317860566806,1.2852479388081406
554,ENSG00000094963.14,ENSG00000094963,,-0.04020966841146891,0.04020966841146891,normal,2.683216586061324,2.136121638240934
555,ENSG00000243678.12,ENSG00000243678,,0.040185790985305815,0.040185790985305815,tumor,1.0281980709861818,0.8103444109078347
556,ENSG00000161513.12,ENSG00000161513,,0.040005454108857676,0.040005454108857676,tumor,4.065150059506026,0.9512994298542198
557,ENSG00000168439.17,ENSG00000168439,,-0.03999655632279729,0.03999655632279729,normal,6.510580375262043,0.821066604012551
558,ENSG00000183856.11,ENSG00000183856,,0.039995140135929405,0.039995140135929405,tumor,2.53829686984227,1.7107612434502146
559,ENSG00000060718.22,ENSG00000060718,,0.0399891188682017,0.0399891188682017,tumor,1.6982400167836411,2.1688431840821725
560,ENSG00000139946.10,ENSG00000139946,,-0.03996683556843271,0.03996683556843271,normal,2.775582201220203,1.196377824586118
561,ENSG00000163815.6,ENSG00000163815,,-0.03996680502848652,0.03996680502848652,normal,3.960383149869952,2.0087253544328343
562,ENSG00000196569.13,ENSG00000196569,,0.03994615253298537,0.03994615253298537,tumor,2.445295894992525,1.4133226311862337
563,ENSG00000254122.3,ENSG00000254122,,0.0398944022176404,0.0398944022176404,tumor,1.8374541698812819,1.1587948523953402
564,ENSG00000104960.15,ENSG00000104960,,0.03983957348315728,0.03983957348315728,tumor,3.929679097599809,0.8024922020093754
565,ENSG00000117016.10,ENSG00000117016,,-0.039759467393393456,0.039759467393393456,normal,1.83548339131842,1.010271659265066
566,ENSG00000196787.3,ENSG00000196787,,-0.03971822296453311,0.03971822296453311,normal,1.5430556592170825,1.160615840880291
567,ENSG00000164330.17,ENSG00000164330,,0.03959962371991109,0.03959962371991109,tumor,2.3534990066719605,1.3419030301007215
568,ENSG00000167862.10,ENSG00000167862,,0.039539885031310625,0.039539885031310625,tumor,5.857483323163448,0.6457050069844961
569,ENSG00000110422.12,ENSG00000110422,,-0.03952941466357694,0.03952941466357694,normal,5.3579671630462515,0.9415085271751267
570,ENSG00000091732.17,ENSG00000091732,,0.03951033176682701,0.03951033176682701,tumor,4.0602091679865575,0.6250016948764681
571,ENSG00000133247.14,ENSG00000133247,,0.03946310309509166,0.03946310309509166,tumor,2.735904261546757,0.864584568319711
572,ENSG00000148541.13,ENSG00000148541,,0.03939061083335529,0.03939061083335529,tumor,1.4286062375680224,1.0238237141038586
573,ENSG00000171243.8,ENSG00000171243,,-0.039347250068516644,0.039347250068516644,normal,2.3981664535766125,2.154368955078149
574,ENSG00000256525.8,ENSG00000256525,,0.03926271775413574,0.03926271775413574,tumor,2.71679469089059,0.8297665907293145
575,ENSG00000074842.8,ENSG00000074842,,-0.03923092410665335,0.03923092410665335,normal,7.215527556235509,0.7806809240381526
576,ENSG00000163170.12,ENSG00000163170,,0.039223813452115716,0.039223813452115716,tumor,2.4739410759491594,0.6334854437492327
577,ENSG00000033050.9,ENSG00000033050,,0.03921627608749728,0.03921627608749728,tumor,3.4705054856712882,0.6699404324467984
578,ENSG00000131650.14,ENSG00000131650,,0.03920463888813906,0.03920463888813906,tumor,1.1164785931496939,1.2053970708502963
579,ENSG00000046653.15,ENSG00000046653,,-0.03918908942585172,0.03918908942585172,normal,2.568962315808045,1.4707257760146382
580,ENSG00000117407.17,ENSG00000117407,,0.03917531581375033,0.03917531581375033,tumor,1.5730173435073893,1.2825660597105544
581,ENSG00000005075.15,ENSG00000005075,,0.039127661072099,0.039127661072099,tumor,6.204515533376456,0.6773745015979733
582,ENSG00000171241.9,ENSG00000171241,,-0.039101372232443816,0.039101372232443816,normal,1.8843040790698853,1.196664549852404
583,ENSG00000171552.14,ENSG00000171552,,0.03909727810737708,0.03909727810737708,tumor,6.310652175081558,0.775150434803503
584,ENSG00000204237.5,ENSG00000204237,,0.03906150222058399,0.03906150222058399,tumor,5.108459578599293,0.8425066715935045
585,ENSG00000112242.15,ENSG00000112242,,0.03895938151394175,0.03895938151394175,tumor,3.6058066011935423,0.9387750773887811
586,ENSG00000168309.18,ENSG00000168309,,-0.03890153593112447,0.03890153593112447,normal,3.4322997955847616,2.0754167284768523
587,ENSG00000172059.11,ENSG00000172059,,-0.038894113128336204,0.038894113128336204,normal,4.109828750246488,1.0266160495637209
588,ENSG00000163840.10,ENSG00000163840,,0.038831279565817126,0.038831279565817126,tumor,5.456772176046756,0.8750171185282607
589,ENSG00000103356.18,ENSG00000103356,,0.038783865789242124,0.038783865789242124,tumor,3.917341608469714,0.6859178311322298
590,ENSG00000168701.19,ENSG00000168701,,0.03877994611697516,0.03877994611697516,tumor,5.944724163696965,0.6545836181330281
591,ENSG00000256269.10,ENSG00000256269,,-0.038776459184764786,0.038776459184764786,normal,3.888600662245069,0.7677317042563693
592,ENSG00000153406.14,ENSG00000153406,,-0.038625265651596706,0.038625265651596706,normal,5.195444746044605,0.7925127555951698
